name,rate,location,cuisines,cost_for_two,type
Namma Biryani,3.6,Banashankari,"Biryani, Chinese, North Indian",250,Delivery
Nandhanu's Rasoi,3,Kumaraswamy Layout,"Chinese, North Indian",400,Delivery
J K Fish Land,3.6,Jayanagar,"Seafood, Mangalorean",300,Delivery
Curry Leaves,4.1,Basavanagudi,"Andhra, North Indian, Chinese",800,Delivery
Lassi Shop,3.5,Banashankari,"Beverages, Ice Cream, Fast Food",300,Delivery
Magic Meals,3.7,Jayanagar,"Fast Food, Desserts, Beverages",400,Delivery
Desi Cream Junction,3.7,Jayanagar,"Chinese, North Indian, Pizza, Italian",650,Delivery
Drunken Monkey,3.8,Kumaraswamy Layout,"Beverages, Fast Food",400,Delivery
Ruchi's Corner,2.7,Banashankari,Fast Food,200,Delivery
Tandoori Bytes,3.6,Kumaraswamy Layout,North Indian,700,Delivery
Bangalore Donne Biriyani,3.2,Kumaraswamy Layout,"South Indian, Biryani",300,Delivery
SGS Non Veg - Gundu Pulav,3.8,Banashankari,"Biryani, Fast Food",400,Delivery
Keventers,3.7,Banashankari,"Desserts, Beverages, Ice Cream",400,Delivery
Sree Sagar,3.7,Banashankari,South Indian,200,Delivery
Navi Food Point,3.6,Basavanagudi,Fast Food,200,Delivery
Shawarma Inc,3.1,Banashankari,"Rolls, Lebanese",250,Delivery
The Cafe Nuts and Bolts,3,Kumaraswamy Layout,"Cafe, Fast Food, Chinese",500,Delivery
AM WOW,3.4,Jayanagar,Beverages,100,Delivery
Lalbagh Grand,3,Basavanagudi,"South Indian, North Indian, Chinese",250,Delivery
Funjabi Curries,2.9,Banashankari,North Indian,500,Delivery
Eat Repeat,3.9,Basavanagudi,South Indian,150,Delivery
Salut,4.1,Jayanagar,"Continental, Finger Food, Seafood, Pizza",1200,Delivery
Nammura Donne Biriyani,3.5,Basavanagudi,"Biryani, Fast Food",400,Delivery
Lassi Stop,3.4,Banashankari,"Beverages, Fast Food, Juices",150,Delivery
Dakshin Kitchen,3.6,Basavanagudi,South Indian,100,Delivery
Sri Sai Cafe,3.5,Basavanagudi,South Indian,200,Delivery
Sri Sai 99 Variety Dosa,3.8,Banashankari,South Indian,300,Delivery
Utsav Restaurant,3.8,Banashankari,"North Indian, Chinese",300,Delivery
Food Geek,3.8,Basavanagudi,"Sandwich, Fast Food, Rolls",350,Delivery
Sri Krishna Aramane,3.7,Kumaraswamy Layout,"South Indian, North Indian, Chinese, Fast Food",200,Delivery
Great Indian Rolls,3.3,Basavanagudi,Rolls,100,Delivery
Chats Point,3.4,Basavanagudi,"Fast Food, Street Food",150,Delivery
Food Point,3.5,Kumaraswamy Layout,"North Indian, Chinese",300,Delivery
Swarga Ruchi,3.3,Basavanagudi,South Indian,200,Delivery
Kolkata King,3.4,Basavanagudi,"Fast Food, Rolls",300,Delivery
Sandwich Mama's And Frozen Monster,3.8,Jayanagar,"Ice Cream, Beverages, Fast Food",250,Delivery
New Rajadhani Spicy,3.7,Kumaraswamy Layout,North Indian,700,Delivery
Big Mishra Pedha,2.9,Jayanagar,Mithai,250,Delivery
VEGeatz,3.4,Banashankari,"South Indian, North Indian",200,Delivery
Foodizo,3.6,Banashankari,"Desserts, Fast Food, Continental",300,Delivery
Food Springs,4,Jayanagar,"South Indian, Chinese",400,Delivery
Chung's Chinese Corner,3.9,Jayanagar,Chinese,700,Delivery
Eurasia Pasta and Barbeque by Little Italy,4.1,Jayanagar,"Italian, Fast Food, Salad, BBQ",1200,Delivery
Goli Vada Pav No. 1,3.7,Basavanagudi,Street Food,200,Delivery
Ragoo's,3.9,Jayanagar,"Italian, Pizza, North Indian, Salad",800,Delivery
Pure & Natural,3.9,Jayanagar,"Fast Food, Continental, Beverages, Salad, Healthy Food",500,Delivery
Maiyas,4,Jayanagar,"North Indian, South Indian, Fast Food, Juices",200,Delivery
Cafe Mondo,3.7,Basavanagudi,"Cafe, Italian, Beverages",600,Delivery
Jalpaan,4,Jayanagar,"North Indian, Continental",900,Delivery
Kataria's Pakwan,3.2,Kumaraswamy Layout,North Indian,400,Delivery
Juicy Momos,3.5,Banashankari,"Tibetan, Momos",250,Delivery
Amande Patisserie,4,Basavanagudi,"Bakery, French, Desserts",300,Delivery
Anand Sweets and Savouries,3.9,Jayanagar,"Mithai, Street Food",400,Delivery
Chicken Hunt,3.5,Banashankari,"South Indian, North Indian, Chinese, Biryani",350,Delivery
Swadesh Tadka,3.5,Banashankari,"North Indian, Chinese, Beverages",600,Delivery
Cane-O-La,3.8,Basavanagudi,Juices,100,Delivery
Upahara Darshini,3.8,Jayanagar,"South Indian, North Indian, Chinese",400,Delivery
Karnataka Bhel House,4.1,Basavanagudi,Street Food,100,Delivery
Sreeraj Lassi Bar,4.1,Jayanagar,Beverages,150,Delivery
Juice Junction Food Court,3.7,Basavanagudi,"Juices, South Indian, Chinese, Fast Food",200,Delivery
Bunt's Biriyani Palace,3,Banashankari,"North Indian, South Indian, Chinese, Biryani, Seafood",400,Delivery
Chai Point,3.2,Jayanagar,"Tea, Beverages, Fast Food",250,Delivery
Janahaar,3.8,Banashankari,South Indian,100,Delivery
Redberrys,4,Basavanagudi,"Cafe, Italian",600,Delivery
Utsav,3.7,Banashankari,"North Indian, Street Food",200,Delivery
Meat And Eat,3.1,Banashankari,"Fast Food, Burger",500,Delivery
Snacks Bite,3,Kumaraswamy Layout,"Fast Food, Momos",400,Delivery
The Spice Saga,3.7,Kumaraswamy Layout,"Biryani, North Indian, Chinese, Seafood",750,Delivery
Dakshin Cafe,3.7,Kumaraswamy Layout,South Indian,100,Delivery
Mr. Parathewala,3.7,Jayanagar,North Indian,300,Delivery
Kaulige Millet Corner,3.3,Basavanagudi,"Healthy Food, South Indian",150,Delivery
Ifruit Ice Cream,3.3,Kumaraswamy Layout,"Desserts, Ice Cream",150,Delivery
Havmor,3.8,Basavanagudi,"Ice Cream, Desserts",200,Delivery
Grand Food,3.4,Banashankari,"South Indian, Bakery, Chinese",250,Delivery
Dining Hut,3.5,Kumaraswamy Layout,"North Indian, Chinese, South Indian",400,Delivery
7 Hills Garden Restaurant,3.7,Banashankari,"North Indian, Mughlai, Chinese",400,Delivery
Desi Swaad,3.5,Kumaraswamy Layout,North Indian,400,Delivery
Yummy Momos,3.2,Kumaraswamy Layout,"Momos, Tibetan, Chinese",200,Delivery
Masale Daan,3.1,Banashankari,North Indian,350,Delivery
Grow Fit,3.6,JP Nagar,"Healthy Food, North Indian, Thai",500,Delivery
Cutcakes,3.7,Kumaraswamy Layout,Bakery,300,Delivery
Sandwich Hub,3.4,Jayanagar,"Fast Food, Sandwich",300,Delivery
Healthy Bakes 'n' Brew,3.7,Jayanagar,Bakery,150,Delivery
Udupi Sri Krishna Cafe,3.9,Jayanagar,"North Indian, South Indian",600,Delivery
Starlite Bakery & Fastfood,3.7,Jayanagar,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",300,Delivery
Aadhya Hotel,3.3,Basavanagudi,"South Indian, North Indian, Chinese, Biryani",800,Delivery
Dodda Mane Baaduta,3.5,Banashankari,"North Indian, South Indian, Chinese, Biryani",250,Delivery
Swadd Kitchen,3.4,Basavanagudi,"North Indian, Fast Food",500,Delivery
Happy Chopsticks,3.6,Basavanagudi,"Chinese, Fast Food",300,Delivery
Sai Super Sandwich,3.7,Banashankari,"Sandwich, Beverages",200,Delivery
Right Pizza,3.7,Basavanagudi,Pizza,300,Delivery
Udupi Upachar,3.3,Banashankari,"South Indian, North Indian",500,Delivery
Davanagere Benne Dose Hut,3.4,Banashankari,South Indian,100,Delivery
The Sip Shop,3.7,Basavanagudi,"Pizza, Beverages, Ice Cream",200,Delivery
Jalsa,4.1,Banashankari,"North Indian, Mughlai, Chinese",800,Delivery
Subz,4.2,Jayanagar,"North Indian, South Indian",1000,Delivery
Rajastani Rasoi,3.7,Basavanagudi,North Indian,100,Delivery
Sri Banashankari Upahara,3.7,Kumaraswamy Layout,"North Indian, South Indian",150,Delivery
Cafe Shuffle,4.2,Banashankari,"Cafe, Italian, Continental",600,Delivery
Mint and Mustard,4,Basavanagudi,"North Indian, Chinese",750,Delivery
Chinese Square,3.9,Basavanagudi,Chinese,200,Delivery
Hyderabad Express,3.7,Banashankari,"Hyderabadi, Biryani, South Indian, Andhra, Beverages",300,Delivery
Punjabi Raswada,3.5,Jayanagar,North Indian,800,Delivery
Vinny's,4.2,Banashankari,"Pizza, Italian, Continental, Desserts",800,Delivery
Kapoor's Cafe,4.2,Jayanagar,North Indian,800,Delivery
Donne Biryani & Kabab Corner,3.3,Kumaraswamy Layout,"Chinese, Biryani",200,Delivery
Sukh Sagar,3.8,Jayanagar,"South Indian, North Indian, Chinese, Street Food",450,Delivery
S M V Snacks Corner,3.7,Basavanagudi,Fast Food,200,Delivery
Andhra Ruchulu,4.1,Jayanagar,"Andhra, Biryani, North Indian, Chinese",1000,Delivery
The Samosa Co,3.7,Jayanagar,"Fast Food, Mithai",200,Delivery
Steaming Mugs,3.9,Basavanagudi,Cafe,700,Delivery
San Churro Cafe,3.8,Banashankari,"Cafe, Mexican, Italian",800,Delivery
Rajathadri Food Fort,4,Jayanagar,"South Indian, North Indian, Chinese, Street Food",600,Delivery
Brew Meister,4.1,Jayanagar,"North Indian, Continental, Finger Food, American, Asian",1500,Delivery
Rasoi,3.3,Banashankari,"North Indian, Chinese",300,Delivery
Mr. Singh Da Dhaba,3.6,Kumaraswamy Layout,"North Indian, Chinese",300,Delivery
Kababs N Biryani,3.4,Banashankari,South Indian,200,Delivery
Ayodhya Upachar,4.3,Banashankari,"South Indian, North Indian, Chinese, Street Food",200,Delivery
Biriyani Mane,3.8,Jayanagar,"North Indian, Biryani",400,Delivery
Cafe Ajfan,4.2,Jayanagar,"Cafe, Continental, Beverages",700,Delivery
Brundhavana Food Point,4,Kumaraswamy Layout,"South Indian, North Indian, Chinese, Street Food, Beverages",300,Delivery
SLV Corner Restaurant,4.1,Basavanagudi,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",550,Delivery
Biryani Royals Garden,3.7,Kumaraswamy Layout,"North Indian, Biryani, Mughlai",500,Delivery
Hotel New Karavali,3.8,Banashankari,"Mangalorean, South Indian, North Indian",300,Delivery
The Krishna Grand,3.9,Banashankari,"North Indian, South Indian, Chinese, Fast Food, Juices",750,Delivery
360 Atoms Restaurant And Cafe,3.1,Banashankari,"Cafe, Chinese, Continental, Italian",400,Delivery
Roti Ghar,3.9,Basavanagudi,"North Indian, Chinese, South Indian",500,Delivery
The Coffee Shack,4.2,Banashankari,"Cafe, Chinese, Continental, Italian",500,Delivery
Multi Snacky Hub,3.7,Basavanagudi,Fast Food,200,Delivery
Kettle & Kegs,3.2,Banashankari,"Tea, Beverages",200,Delivery
Baisakhi,3.8,Basavanagudi,North Indian,500,Delivery
Corner House Ice Cream,4.3,Banashankari,"Ice Cream, Desserts",400,Desserts
Poonam Sweets,4.4,Banashankari,Mithai,150,Desserts
XO Belgian Waffle,3.7,Banashankari,"Desserts, Beverages",400,Desserts
Old Mumbai Ice Cream,3.9,Banashankari,Ice Cream,150,Desserts
Cake of the Day,3.7,Banashankari,Bakery,150,Desserts
Amma's Pastries,3.8,Banashankari,Bakery,400,Desserts
Kanti Sweets,4,Banashankari,"Mithai, Street Food",400,Desserts
Sugar Rush,3.8,Banashankari,"Bakery, Desserts",300,Desserts
Polar Bear,3.9,Banashankari,"Ice Cream, Desserts, Beverages, Sandwich",400,Desserts
San Churro Cafe,3.8,Banashankari,"Cafe, Mexican, Italian",800,Desserts
Anand Sweets and Savouries,3.7,Banashankari,"Mithai, Street Food",400,Desserts
Ibaco,3.9,Banashankari,Desserts,300,Desserts
Kirthi's Biryani,3.8,Banashankari,"Chinese, Cafe, Italian",700,Desserts
The Lassi and Juice Park,3.8,Banashankari,"Juices, Desserts",150,Desserts
Stoned Monkey,4.3,Banashankari,"Desserts, Ice Cream",500,Desserts
Parimala Sweets,3.5,Banashankari,"Mithai, Street Food",200,Desserts
The Big O Bakes,4,Banashankari,"Bakery, Desserts",300,Desserts
Shree Mahalakshmi Sweets,3.2,Banashankari,"Mithai, Street Food",100,Desserts
Keventers,3.7,Banashankari,"Desserts, Beverages, Ice Cream",400,Desserts
Dessert Rose,3.5,Banashankari,Desserts,500,Desserts
Thanco's Natural Ice Creams,3.2,Banashankari,Ice Cream,300,Desserts
Corner Stone,3.6,Banashankari,"Beverages, Juices, Desserts, Italian",300,Desserts
Kaggis,3.8,Banashankari,"Fast Food, Bakery",250,Desserts
Cocoa Bakes,3.6,Banashankari,"Bakery, Desserts",350,Desserts
Floured-Baked With Love,3.8,Banashankari,Bakery,400,Desserts
CAFE NOVA,3.2,Banashankari,"Cafe, Bakery",600,Desserts
Cakes & Slices,3.5,Banashankari,"Bakery, Desserts",300,Desserts
Arun Ice Cream,3.4,Banashankari,"Ice Cream, Desserts",150,Desserts
Just Bake,3.4,Banashankari,"Bakery, Desserts",400,Desserts
Dharwad Line Bazaar Mishra Pedha,3.7,Banashankari,Mithai,150,Desserts
Cake Bite,3.7,Banashankari,Bakery,300,Desserts
Kwality Wall's Swirl's Happiness Station,2.9,Banashankari,"Ice Cream, Desserts",200,Desserts
Melting Melodies,3.7,Banashankari,Bakery,300,Desserts
Sweet N Swirl,3.2,Banashankari,"Desserts, Ice Cream",150,Desserts
Me And My Cake,3.7,Banashankari,"Bakery, Desserts",500,Desserts
Mukesh Sweet Centre,3.7,Banashankari,Mithai,300,Desserts
Darkolates,3.7,Banashankari,Desserts,200,Desserts
Sai Super Sandwich,3.7,Banashankari,"Sandwich, Beverages",200,Desserts
Sweet Truth,3.9,Banashankari,"Bakery, Desserts",500,Desserts
Waffle-A-Go Go,3.9,Banashankari,"Fast Food, Desserts, Ice Cream",400,Desserts
Gopi Ice Creams,3.7,Banashankari,Ice Cream,100,Desserts
Sri Venkateshwara Sweet Meat Stall,4,Basavanagudi,"Mithai, Street Food, North Indian, Chinese",400,Desserts
Baskin Robbins,3.7,Basavanagudi,"Ice Cream, Desserts",250,Desserts
Redberrys,4,Basavanagudi,"Cafe, Italian",600,Desserts
Amande Patisserie,4,Basavanagudi,"Bakery, French, Desserts",300,Desserts
Srinivasa Brahmins Bakery,3.6,Basavanagudi,"Bakery, Street Food",150,Desserts
Jain Bakes,3.6,Basavanagudi,"Bakery, Desserts",250,Desserts
Cake Ghar,3.8,Basavanagudi,Bakery,400,Desserts
KC Das - Sweet Spot,3.6,Basavanagudi,"Mithai, Street Food",200,Desserts
Sugar Stars Co,3.7,Basavanagudi,"Bakery, Desserts",300,Desserts
Diabetics Dezire Sugarless Sweets and Bakes,3.3,Basavanagudi,"Desserts, Mithai",300,Desserts
Cake Yard,3.3,Basavanagudi,Desserts,250,Desserts
Iceberg Icecreams,4,Basavanagudi,"Desserts, Ice Cream",250,Desserts
A2B Veg - Adyar Ananda Bhavan,2.7,Basavanagudi,"South Indian, North Indian, Chinese, Street Food",400,Desserts
Bombay Kulfis,3.7,JP Nagar,Ice Cream,200,Desserts
Sri Krishna Sweets,3.7,Basavanagudi,"Mithai, Desserts",250,Desserts
Cake Art,3.5,Basavanagudi,Bakery,400,Desserts
Cakecraft,3.7,Jayanagar,Desserts,350,Desserts
Asha Sweets Centre,3.6,Basavanagudi,Fast Food,250,Desserts
My Tea House,3.7,Banashankari,"Continental, Asian, North Indian, Tea",500,Dine-out
The Krishna Grand,3.9,Banashankari,"North Indian, South Indian, Chinese, Fast Food, Juices",750,Dine-out
Sea Spice by 7 Star,4,Banashankari,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200,Dine-out
Mini Punjabi Dhaba,4.2,Banashankari,North Indian,350,Dine-out
Onesta,4.6,Banashankari,"Pizza, Cafe, Italian",600,Dine-out
Wamama,4.2,Banashankari,"Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos",800,Dine-out
Jalsa,4.1,Banashankari,"North Indian, Mughlai, Chinese",800,Dine-out
Vinny's,4.2,Banashankari,"Pizza, Italian, Continental, Desserts",800,Dine-out
Jcubez,3.8,Banashankari,Finger Food,1300,Dine-out
Gustoes Beer House,4.1,Banashankari,"Continental, Italian, Mexican, North Indian, Chinese, Steak",1200,Dine-out
Penthouse Cafe,4,Banashankari,"Cafe, Italian, Continental",700,Dine-out
Spice Elephant,4.1,Banashankari,"Chinese, North Indian, Thai",800,Dine-out
Smacznego,4.2,Banashankari,"Cafe, Mexican, Italian, Momos, Beverages",550,Dine-out
Cafe Down The Alley,4.1,Banashankari,Cafe,500,Dine-out
Cafe Shuffle,4.2,Banashankari,"Cafe, Italian, Continental",600,Dine-out
The Coffee Shack,4.2,Banashankari,"Cafe, Chinese, Continental, Italian",500,Dine-out
Peppy Peppers,4.2,Banashankari,"Italian, North Indian, Mexican",800,Dine-out
Anna Kuteera,4,Banashankari,"South Indian, North Indian, Chinese",450,Dine-out
Szechuan Dragon,4.2,Banashankari,"Chinese, Thai, Momos",600,Dine-out
1947,4,Banashankari,"North Indian, Chinese",850,Dine-out
Caf-Eleven,4,Banashankari,"Cafe, Continental",450,Dine-out
Thamboola,3.9,Banashankari,"North Indian, Chinese, Continental",800,Dine-out
Ferment,3.7,Banashankari,Continental,1000,Dine-out
Havyaka Mess,3.9,Banashankari,South Indian,300,Dine-out
San Churro Cafe,3.8,Banashankari,"Cafe, Mexican, Italian",800,Dine-out
Cafe Vivacity,3.8,Banashankari,Cafe,650,Dine-out
Chung Wah,3.9,Banashankari,"Chinese, Momos, Thai, Vietnamese",900,Dine-out
Vietnamese Kitchen,3.6,Banashankari,Vietnamese,700,Dine-out
Blue Wings Bar & Restaurant,3.7,Banashankari,"North Indian, Chinese",700,Dine-out
Anand Sweets and Savouries,3.7,Banashankari,"Mithai, Street Food",400,Dine-out
Catch-up-ino,3.9,Banashankari,"Cafe, Fast Food, Continental, Chinese, Momos",800,Dine-out
Kirthi's Biryani,3.8,Banashankari,"Chinese, Cafe, Italian",700,Dine-out
T3H Cafe,3.9,Banashankari,"Cafe, Italian, American",300,Dine-out
Srikrishna Bhavan,3.8,Banashankari,"South Indian, North Indian, Chinese",300,Dine-out
360 Atoms Restaurant And Cafe,3.1,Banashankari,"Cafe, Chinese, Continental, Italian",400,Dine-out
New Imperial Restaurant,3.7,Banashankari,"North Indian, Chinese",450,Dine-out
The Vintage Cafe,3,Banashankari,"Cafe, French, North Indian",400,Dine-out
Green Gardenia,3.8,Banashankari,"North Indian, Chinese",700,Dine-out
Parimala Sweets,3.5,Banashankari,"Mithai, Street Food",200,Dine-out
Vaishali Deluxe,3.8,Banashankari,"North Indian, Chinese",700,Dine-out
Paradise Premium,3.1,Banashankari,"Biryani, Andhra, Hyderabadi, North Indian",700,Dine-out
Kadala Tarangaa,3.6,Banashankari,"Mangalorean, Seafood, North Indian",600,Dine-out
Vi Ra's Bar and Restaurant,3.3,Banashankari,"South Indian, North Indian, Chinese",800,Dine-out
Annapooraneshwari Mess,3.7,Banashankari,South Indian,200,Dine-out
Sri Yaksha Shiv Sagar,3.6,Banashankari,"North Indian, Chinese",600,Dine-out
7 Hills Restaurant,3.7,Banashankari,"North Indian, South Indian",500,Dine-out
Nandhini Deluxe,2.6,Banashankari,North Indian,600,Dine-out
Corner Stone,3.6,Banashankari,"Beverages, Juices, Desserts, Italian",300,Dine-out
Karavali Fish Center,3.4,Banashankari,"Mangalorean, Chinese",300,Dine-out
Ayda Persian Kitchen,3.7,Banashankari,"North Indian, Iranian",950,Dine-out
J Spice,3.8,Banashankari,"North Indian, Chinese",750,Dine-out
Swadesh Tadka,3.5,Banashankari,"North Indian, Chinese, Beverages",600,Dine-out
Iyer's Tiffin Centre,3.8,Banashankari,"South Indian, Chinese",150,Dine-out
Kydz Adda,3.4,Banashankari,Continental,500,Dine-out
K27 - The Pub,3.1,Banashankari,"Chinese, North Indian",1000,Dine-out
Kotian Karavali Restaurant,3.5,Banashankari,"South Indian, Biryani",300,Dine-out
Food Box Cafe,3.6,Banashankari,"Mughlai, North Indian, Chinese",500,Dine-out
Hide Out Cafe,3.7,Banashankari,Cafe,300,Dine-out
Linnet Bar & Restaurant,3.7,Banashankari,"Fast Food, Finger Food",500,Dine-out
CAFE NOVA,3.2,Banashankari,"Cafe, Bakery",600,Dine-out
Darbar,3,Banashankari,"North Indian, Chinese",800,Dine-out
Sri Ganesh Juice and Chats,3.5,Banashankari,"Juices, Street Food",150,Dine-out
Manifest Cafe,3.5,Banashankari,"South Indian, North Indian, Chinese",500,Dine-out
Beijing Bites,2.7,Banashankari,"Chinese, Thai",850,Dine-out
Karavali Lunch Home,3.7,Banashankari,"South Indian, North Indian, Seafood, Mangalorean",400,Dine-out
The Pizzeria,2.8,Banashankari,"Pizza, Italian, Salad",800,Dine-out
Sri Krishna Sagar,3.2,Banashankari,"North Indian, Chinese",400,Dine-out
Lassi Stop,3.4,Banashankari,"Beverages, Fast Food, Juices",150,Dine-out
Banashankari Nati Style,3.7,Banashankari,"Biryani, Chinese, South Indian, North Indian",350,Dine-out
Sea Green Cafe,3.3,Banashankari,"Cafe, Fast Food, Beverages",500,Dine-out
Cafe Coffee Day,3.7,Banashankari,"Cafe, Fast Food",900,Dine-out
SLN Bar and Restaurant,3.7,Banashankari,"North Indian, Chinese",700,Dine-out
Kaumudis Juoice,3.7,Banashankari,"Beverages, Fast Food, Juices",150,Dine-out
Parijatha Paradise,3.7,Banashankari,"South Indian, North Indian, Fast Food, Chinese, Street Food",500,Dine-out
Pizza Hut,3.7,Banashankari,"Pizza, Fast Food",750,Dine-out
New Prashanth Hotel,3.9,Banashankari,"Biryani, North Indian, Seafood, Andhra",650,Dine-out
Taaza Thindi,4.7,Banashankari,South Indian,100,Dine-out
Hyderabad Express,3.7,Banashankari,"Hyderabadi, Biryani, South Indian, Andhra, Beverages",300,Dine-out
Ayodhya Upachar,4.3,Banashankari,"South Indian, North Indian, Chinese, Street Food",200,Dine-out
Petoo,3.7,Banashankari,North Indian,450,Dine-out
Roving Feast,4,Banashankari,"Italian, Continental, Fast Food, Chinese, Momos",450,Dine-out
KFC,3.8,Banashankari,"Burger, Fast Food",450,Dine-out
Five Star Chicken,3.6,Banashankari,"Fast Food, Burger",200,Dine-out
Gama Gama,3.9,Banashankari,South Indian,200,Dine-out
Hotel New Karavali,3.8,Banashankari,"Mangalorean, South Indian, North Indian",300,Dine-out
Kaapi Corner,3.7,Banashankari,South Indian,100,Dine-out
McDonald's,3.9,Banashankari,"Burger, Fast Food",500,Dine-out
Sri Laxmi Venkateshwara Coffee Bar,4.4,Banashankari,South Indian,100,Dine-out
Bhattara Bhojana,3.6,Banashankari,South Indian,150,Dine-out
Davanagere Benne Dose Hut,3.4,Banashankari,South Indian,100,Dine-out
Utsav Restaurant,3.8,Banashankari,"North Indian, Chinese",300,Dine-out
Messy Bowl,3.8,Banashankari,"Fast Food, Beverages",500,Dine-out
Devanna Dum Biriyani Centre,3.6,Banashankari,"Biryani, South Indian",300,Dine-out
Janahaar,3.8,Banashankari,South Indian,100,Dine-out
Stop 'N' Joy,3.8,Banashankari,Fast Food,150,Dine-out
Dodda Mane Baaduta,3.5,Banashankari,"North Indian, South Indian, Chinese, Biryani",250,Dine-out
